id,charger_name,charger_id,address,fast_charger,slow_charger,total_charger
341,고아리 주차장,경상,경상북도 고령군 대가야읍 고아리 127-6,1,0,1
342,금류강남타운1차,경상,경상북도 고령군 다산면 상곡리 358,1,0,1
343,내곡2리 마을회관,경상,경상북도 고령군 대가야읍 내곡리 465-9,1,0,1
344,다산면사무소 주차장 부지(신규),경상,경상북도 고령군 다산면 상곡리 175-1,1,0,1
345,대가야수목원 주차장,경상,경상북도 고령군 대가야읍 장기리 산8-1,1,0,1
346,대가야테마파크 주차장,경상,경상북도 고령군 대가야읍 대가야로 1216,1,0,1
347,덕곡면사무소,경상,경상북도 고령군 덕곡면 덕운로 570,1,0,1
348,벌지1리 마을회관,경상,경상북도 고령군 다산면 벌지리 989-1,1,0,1
349,성산득성리공용주차장,경상,경상북도 고령군 성산면 득성리 190,1,0,1
350,용담권역문화복지센터,경상,경상북도 고령군 쌍림면 백산리 98-6,1,0,1
351,용소보건진료소,경상,경상북도 고령군 성산면 용소리 207,1,0,1
352,한국전력고령지점,경상,경상북도 고령군 대가야읍 지산리 260-2,0,2,2
353,거류체육공원 주차장,경상,경상남도 고성군 거류면 신용리 888,1,0,1
354,고성군 버스터미널 공영주차장,경상,경상남도 고성군 고성읍 송학리 416-2,2,0,2
355,고성군 화물자동차 공영주차장,경상,경상남도 고성군 고성읍 율대리 149-12,2,0,2
356,고성석미모닝파크,강원,강원도 고성군 간성읍 상리 443-2,0,1,1
357,고성소방서,경상,경상남도 고성군 간성읍 신안리 170,1,0,1
358,고성지사,강원,강원도 고성군 간성읍 신안리 319-4,0,1,1
359,국민체육센터,강원,강원도 고성군 거진읍 송포리 634-1,1,0,1
360,농업기술센터 주차장,경상,경상남도 고성군 고성읍 우산리 206-2,2,0,2
361,마암면사무소 주차장,경상,경상남도 고성군 마암면 도전리 670-8,1,0,1
362,상족암군립공원사업소,경상,경상남도 고성군 하이면 덕명리 12,1,0,1
363,상하수도사업본부,경상,경상남도 고성군 고성읍 송학리 1-1,1,0,1
364,엄홍길전시관 주차장,경상,경상남도 고성군 거류면 송산리 276,1,0,1
365,잼버리수련장,강원,강원도 고성군 토성면 인흥리 714-2,2,0,2
366,죽왕면사무소,강원,강원도 고성군 죽왕면 오호리 170-3,1,0,1
367,한전 고성지사,경상,경상남도 고성군 고성읍 동외리 334-2,1,1,2
368,남산공원 오토캠핑장,경상,경상남도 고성읍 신월리 657-7,1,0,1
369,고양동 제1 공영주차장,경기,경기도 고양시 덕양구 고양동 195-2,1,0,1
370,능곡2차 현대홈타운아파트,경기,경기도 고양시 덕양구 토당동 53-44,1,0,1
371,능곡주민센터,경기,경기도 고양시 덕양구 토당동 335-4,1,0,1
372,샘터마을1단지,경기,경기도 고양시 덕양구 행신동 973,1,3,4
373,서정마을6단지 아파트,경기,경기도 고양시 덕양구 행신동 1092,0,1,1
374,서정마을휴먼시아7단지아파트,경기,경기도 고양시 덕양구 행신동 1090,1,2,3
375,여성회관(행신동),경기,경기도 고양시 덕양구 행신동 774,1,0,1
376,원당 래미안휴레스트 아파트,경기,경기도 고양시 덕양구 성사동 860,2,2,4
377,원흥도래울6단지,경기,경기도 고양시 덕양구 도내동 1103,1,4,5
378,주교벽산 아파트,경기,경기도 고양시 덕양구 주교동 350-1,0,1,1
379,푸른마을10단지,경기,경기도 고양시 덕양구 고양동 1121,1,1,2
380,푸른마을1단지동익미라벨 아파트,경기,경기도 고양시 덕양구 고양동 735,1,1,2
381,푸른마을6단지 풍림아이원 아파트,경기,경기도 고양시 덕양구 고양동 724,1,2,3
382,햇빛마을24단지,경기,경기도 고양시 덕양구 행신동 958,0,4,4
383,화성그린빌 아파트,경기,경기도 고양시 덕양구 고양동 103,0,1,1
384,화정환승공영주차장,경기,경기도 고양시 덕양구 화정동 963,1,0,1
385,고양아람누리(고양문화재단) ev충전소,경기,경기도 고양시 일산동구 마두동 816,2,0,2
386,고양종합터미널환승주차장,경기,경기도 고양시 일산동구 백석동 1242,1,0,1
387,고양지사,경기,경기도 고양시 일산동구 백석동 1310,2,5,7
388,국립암센터,경기,경기도 고양시 일산동구 마두동 809,2,0,2
389,백마4단지한양청구아파트,경기,경기도 고양시 일산동구 마두동 734,1,0,1
390,백마역중앙하이츠빌1아파트,경기,경기도 고양시 일산동구 풍동 417-2,0,2,2
391,백송8단지선경코오롱아파트,경기,경기도 고양시 일산동구 백석동 1139,1,2,3
392,브라운스톤일산,경기,경기도 고양시 일산동구 백석동 1330,1,3,4
393,사리현동문3단지아파트,경기,경기도 고양시 일산동구 사리현동 189,0,1,1
394,숲속마을2단지,경기,경기도 고양시 일산동구 풍동 1286,0,5,5
395,숲속마을6단지 두산위브,경기,경기도 고양시 일산동구 풍동 1268,1,3,4
396,양지마을 5단지 건영빌라,경기,경기도 고양시 일산동구 정발산동 1175,0,3,3
397,위시티 일산자이1단지 아파트,경기,경기도 고양시 일산동구 식사동 1487,1,4,5
398,위시티 일산자이1단지 아파트(추가),경기,경기도 고양시 일산동구 식사동 1487,0,5,5
399,위시티블루밍5단지,경기,경기도 고양시 일산동구 식사동 1565,1,3,4
400,위시티블루밍5단지(추가),경기,경기도 고양시 일산동구 식사동 1565,0,4,4
401,일산동구청 ev충전소,경기,경기도 고양시 일산동구 마두동 815,2,0,2
402,정발마을1단지건영빌라,경기,경기도 고양시 일산동구 마두동 821,0,2,2
403,정발마을2단지건영빌라,경기,경기도 고양시 일산동구 마두동 산두로 72,0,2,2
404,중산마을1단지두산 아파트,경기,경기도 고양시 일산동구 중산동 1555,1,3,4
405,가좌마을1단지 양우아파트,경기,경기도 고양시 일산서구 가좌동 1090,1,2,3
406,가좌마을7단지꿈에그린한화 아파트,경기,경기도 고양시 일산서구 가좌동 1105,1,2,3
407,가좌벽산블루밍5단지 아파트,경기,경기도 고양시 일산서구 가좌동 1087,1,3,4
408,강선동신 아파트,경기,경기도 고양시 일산서구 주엽동 46,1,1,2
409,고양종합운동장,경기,경기도 고양시 일산서구 대화동 2320,1,0,1
410,고양체육관,경기,"경기도 고양시 일산서구 중앙로 1601 (대화동, 고양체육관)",2,0,2
411,동양라파크 아파트,경기,경기도 고양시 일산서구 덕이동 467,0,2,2
412,산들5단지동문 아파트,경기,경기도 고양시 일산서구 일산동 1670,1,3,4
413,성저마을4단지삼익 아파트,경기,경기도 고양시 일산서구 대화동 2213,1,2,3
414,아쿠아플라넷,경기,경기도 고양시 일산서구 대화동 2606-1,2,0,2
415,일산 두산위브더제니스,경기,경기도 고양시 일산서구 탄현동 1640,2,6,8
416,일산 두산위브더제니스(추가),경기,경기도 고양시 일산서구 탄현동 1640,0,7,7
417,일산3차현대홈타운,경기,경기도 고양시 일산서구 일산동 600,1,2,3
418,일산아이파크1단지아파트,경기,경기도 고양시 일산서구 덕이동 1524,0,1,1
419,일산에듀포레푸르지오아파트,경기,경기도 고양시 일산서구 탄현동 1650,0,5,5
420,일산임광진흥 아파트,경기,경기도 고양시 일산서구 탄현동 1634,1,3,4
421,일산탄현신원1차 아파트,경기,경기도 고양시 일산서구 일산동 2125,0,2,2
422,일산탄현신원2차 아파트,경기,경기도 고양시 일산서구 일산동 2121,0,2,2
423,일산파밀리에2단지아파트,경기,경기도 고양시 일산서구 덕이동 1529,1,4,5
424,일산파밀리에3단지,경기,경기도 고양시 일산서구 덕이동 1534,1,2,3
425,일산푸르지오,경기,경기도 고양시 일산서구 일산동 1945-1,1,0,1
426,탄현동성 아파트,경기,경기도 고양시 일산서구 탄현동 1476,1,1,2
427,탄현마을6단지현대한신 아파트,경기,경기도 고양시 일산서구 탄현동 1479,1,2,3
428,탄현역 환승공영주차장,경기,경기도 고양시 일산서구 탄현동 1636,1,0,1
429,한국건설기술연구원,경기,경기도 고양시 일산서구 대화동 2311,1,3,4
430,후곡14단지청구 아파트,경기,경기도 고양시 일산서구 일산동 1101,1,2,3
431,후곡17단지태영아파트,경기,경기도 고양시 일산서구 일산동 1087,1,2,3
432,후곡18단지현대 아파트,경기,경기도 고양시 일산서구 일산동 1090,1,3,4
433,후곡4단지,경기,경기도 고양시 일산서구 일산동 1066,1,3,4
434,후곡9단지LG롯데 아파트,경기,경기도 고양시 일산서구 일산동 1058,1,1,2
435,고창 한국농어촌공사 충전소,전라,전라북도 고창군 고창읍 덕산리 192-50,2,0,2
436,고창공용터미널 공용주차장,전라,전라북도 고창군 고창읍 읍내리 629,1,0,1
437,고창시험센터,전라,전라북도 고창군 상하면 용정리 1268,0,1,1
438,고창지사,전라,전라북도 고창군 고창읍 덕산리 189-6,1,3,4
439,LX국토정보공사 고흥지사,전라,전라남도 고흥군 고흥읍 남계리 404-2,1,0,1
440,건강보험공단 고흥보성지사,전라,전라남도 고흥군 고흥읍 남계리 1046,1,0,1
441,고흥교육지원청,전라,전라남도 고흥군 고흥읍 등암리 326-1,1,0,1
442,고흥지사,전라,전라남도 고흥군 고흥읍 남계리 226,2,4,6
443,나로우주센터 우주과학관,전라,전라남도 고흥군 봉래면 예내리 480,1,0,1
444,한국농어촌공사 고흥지사,전라,전라남도 고흥군 고흥읍 등암리 1201,1,0,1
445,(고속도로)곡성휴게소 논산방향,전라,전라남도 곡성군 겸면 가정리 348-18,2,0,2
446,(고속도로)곡성휴게소 순천방향,전라,전라남도 곡성군 겸면 가정리 산 96-6,2,0,2
447,겸면농공단지,전라,전라남도 곡성군 겸면 마전리 1228,1,0,1
448,곡성금호타이어 사원아파트,전라,전라남도 곡성군 입면 송전리 1049-7,1,0,1
449,곡성지사,전라,전라남도 곡성군 곡성읍 읍내리 792-21,2,0,2
450,곡성지사,전라,전라남도 곡성군 곡성읍 읍내리 792-21,0,2,2
451,석곡농공단지,전라,전라남도 곡성군 석곡면 연반리 694-1,1,0,1
452,죽곡면사무소,전라,전라남도 곡성군 죽곡면 태평리 394-13,1,0,1
453,공주경찰서,충청,충청남도 공주시 웅진동 242-12,2,0,2
454,공주대학교(정문),충청,충청남도 공주시 신관동 182,2,0,2
455,공주대학교(후문),충청,충청남도 공주시 신관동 182,1,0,1
456,공주박물관,충청,충청남도 공주시 웅진동 360,2,0,2
457,공주월송흥화하브아파트,충청,충청남도 공주시 금흥동 628,0,1,1
458,공주의료원,충청,충청남도 공주시 웅진동 266,2,0,2
459,공주지사,충청,충청남도 공주시 우금티로 772,2,4,6
460,공주치료감호소 입구,충청,충청남도 공주시 반포면 봉곡리 산 1-21,2,0,2
461,덕성공원빌리지,충청,충청남도 공주시 산성동 158,0,2,2
462,동학사주차장,충청,충청남도 공주시 반포면 학봉리 923,2,0,2
463,마곡사 주차장,충청,충청남도 공주시 사곡면 운암리 731-2,1,0,1
464,신관동공영주차타워,충청,충청남도 공주시 신관동 639-3,1,0,1
465,유구농협하나로타운,충청,충청남도 공주시 유구읍 석남리 297,1,0,1
466,정안행정복지센터,충청,충청남도 공주시 정안면 광정리 283-7,1,0,1
467,중동공영주차타워,충청,충청남도 공주시 중동 63,1,0,1
468,과천동주민센터,경기,경기도 과천시 과천동 538-1,1,0,1
469,과천래미안센트럴스위트,경기,경기도 과천시 별양동 별양로 163,0,7,7
470,과천시민회관,경기,경기도 과천시 중앙동 6-2,4,0,4
471,관문체육공원,경기,경기도 과천시 관문동 3,2,0,2
472,문원체육공원,경기,경기도 과천시 문원동 20,2,0,2
473,서울대공원,경기,경기도 과천시 막계동 159-1,8,0,8
474,수자원공사 한강유역본부 주차장,경기,경기도 과천시 갈현동 649-1,2,0,2
475,용마골삼거리주차장,경기,경기도 과천시 과천동 549-12,1,0,1
476,관악구 종합체육센타,서울,서울특별시 관악구 봉천동 225,1,0,1
477,관악구 평생학습관,서울,서울특별시 관악구 신림동 1577-4,1,0,1
478,관악동부센트레빌 아파트,서울,서울특별시 관악구 봉천동 은천로33길 5,1,1,2
479,관악동작 견인차량 보관소,서울,서울특별시 관악구 신사로 7,1,0,1
480,관악벽산블루밍,서울,서울특별시 관악구 봉천동 은천로 93,2,0,2
481,대우신림2차푸르지오,서울,서울특별시 관악구 신림동 난곡로 66,1,0,1
482,보라매삼성 아파트,서울,서울특별시 관악구 봉천동 보라매로 62,1,2,3
483,봉천건영6차아파트,서울,서울특별시 관악구 봉천동 1701,0,1,1
484,서울대입구아이원,서울,서울특별시 관악구 봉천동 청룡길 78,1,1,2
485,신림 주공2단지,서울,서울특별시 관악구 신림동 광신길 86,0,3,3
486,신림동부센트레빌,서울,서울특별시 관악구 신림동 미성3길 16,0,2,2
487,신림쌍용 아파트,서울,서울특별시 관악구 신림동 미성길 122,1,2,3
488,은천2단지 아파트,서울,서울특별시 관악구 봉천동 인헌12길 46-1,1,1,2
489,청광 아파트,서울,서울특별시 관악구 신림로3가길 45-24,0,1,1
490,e편한세상센트레빌 1단지,경기,경기도 광명시 하안동 864,1,3,4
491,e편한세상센트레빌 3단지,경기,경기도 광명시 하안동 864,1,3,4
492,e편한세상센트레빌2단지,경기,경기도 광명시 하안동 864,1,3,4
493,광명지사,경기,경기도 광명시 철산동 255,0,1,1
494,광명지사(공용),경기,경기도 광명시 철산동 255,1,1,2
495,광명지사(업무용2),경기,경기도 광명시 철산동 255,0,2,2
496,소하도서관,경기,경기도 광명시 소하동 1331,1,0,1
497,신촌휴먼시아1단지아파트,경기,경기도 광명시 소하동 1363,1,3,4
498,하안도서관,경기,경기도 광명시 하안동 683,1,0,1
499,EG스위트밸리3차 아파트,광주,광주광역시 광산구 소촌동 232-6,1,2,3
500,광산지사,광주,광주광역시 광산구 소촌동 654,2,5,7
501,광주공항,광주,광주광역시 광산구 신촌동 698-9,1,0,1
502,광주광역시광산구시설관리공단,광주,광주광역시 광산구 우산동 1577-1,1,0,1
503,광주도시철도공사,광주,광주광역시 광산구 월전동 39-49,2,0,2
