id,charger_name,charger_id,address,fast_charger,slow_charger,total_charger
2556,경상북도 교육청,경상,경상북도 안동시 풍천면 도청대로 511,2,0,2
2557,경상북도 독립운동기념관,경상,경상북도 안동시 임하면 독립기념관길 2,2,0,2
2558,경상북도청,경상,경상북도 안동시 풍천면 갈전리 1155,4,0,4
2559,길안면행정복지센터 공영주차장,경상,경상북도 안동시 길안면 천지리 545-1,1,0,1
2560,북후면행정복지센터,경상,경상북도 안동시 북후면 옹천리 557-2,1,0,1
2561,브라운스톤태화1단지 아파트,경상,경상북도 안동시 말구리길 50,0,2,2
2562,브라운스톤태화2단지 아파트,경상,경상북도 안동시 말구리2길 55,0,1,1
2563,안동과학대학교,경상,경상북도 안동시 서후면 서선길 189 대학교,2,0,2
2564,안동구시장 공영주차장,경상,경상북도 안동시 남문동 221-33,1,0,1
2565,안동그랜드호텔,경상,경상북도 안동시 성곡동 1569,2,0,2
2566,안동농수산물도매시장,경상,경상북도 안동시 풍산읍 노리 953-8,1,0,1
2567,안동버스터미널 공영주차장,경상,경상북도 안동시 송현동 910-1,2,0,2
2568,안동송현이안 아파트,경상,경상북도 안동시 송현길 23,1,3,4
2569,안동시평생학습원,경상,경상북도 안동시 당북동 393-15,1,0,1
2570,안동중앙신시장 공영주차장,경상,경상북도 안동시 옥야동 327-3,1,0,1
2571,예안면행정복지센터,경상,"경상북도 안동시 예안면 임예로 1918 (정산리, 예안면행정복지센터)",1,0,1
2572,옥동3주공아파트,경상,경상북도 안동시 은행나무로 106-6,1,2,3
2573,옥동5주공아파트,경상,경상북도 안동시 복주길 66,0,2,2
2574,옥동공영주차장,경상,경상북도 안동시 옥동 792-2,1,0,1
2575,옥동휴먼시아8단지,경상,경상북도 안동시 옥서1길 90,1,1,2
2576,와룡면행정복지센터,경상,경상북도 안동시 와룡면 태리 52-3,1,0,1
2577,용마아파트,경상,경상북도 안동시 남선면 샘들윗길 58,0,2,2
2578,용상5주공 아파트,경상,경상북도 안동시 경동로 977-6,1,1,2
2579,용상6주공본가타운,경상,경상북도 안동시 경동로 977-5,1,3,4
2580,웅부공원 공영주차장,경상,경상북도 안동시 동부동 85-3,2,0,2
2581,육아종합지원센터,경상,경상북도 안동시 옥동 732-3,1,0,1
2582,이마트 안동점,경상,경상북도 안동시 옥동1길 2,2,0,2
2583,임하면행정복지센터,경상,"경상북도 안동시 임하면 충효로 3254 (신덕리, 임하면행정복지센터)",1,0,1
2584,콘텐츠박물관,경상,경상북도 안동시 동부동 447-8,1,0,1
2585,태화현대 아파트,경상,경상북도 안동시 광명로 227,0,1,1
2586,하회마을,경상,경상북도 안동시 풍천면 하회리 257,2,0,2
2587,한양 아파트,경상,경상북도 안동시 영가로 26,0,1,1
2588,현진에버빌2차 아파트,경상,경상북도 안동시 강남5길 112,1,1,2
2589,현진에버빌3차 아파트,경상,경상북도 안동시 강남1길 98-23,1,0,1
2590,화성 아파트,경상,경상북도 안동시 퇴계로 259,1,1,2
2591,효성해링턴플레이스아파트,경상,경상북도 안동시 경북대로 438,1,2,3
2592,강옥순스포츠센터,경기,경기도 안산시 단원구 초지동 673-1,2,0,2
2593,고잔3차푸르지오,경기,경기도 안산시 단원구 고잔동 728,1,2,3
2594,고잔그린빌8단지,경기,경기도 안산시 단원구 고잔동 766,1,0,1
2595,그린빌7단지,경기,경기도 안산시 단원구 고잔동 776,1,0,1
2596,네오빌6단지아파트,경기,경기도 안산시 단원구 고잔동 767,1,3,4
2597,단원마을아파트,경기,경기도 안산시 단원구 고잔동 714,1,0,1
2598,보네르빌리지,경기,경기도 안산시 단원구 고잔동 778,1,0,1
2599,신길온천휴먼빌2차,경기,경기도 안산시 단원구 신길동 1447,0,1,1
2600,안산지사,경기,경기도 안산시 단원구 고잔동 518-1,0,8,8
2601,안산지사(공용),경기,경기도 안산시 단원구 고잔동 518-1,2,1,3
2602,안산힐스테이트중앙,경기,경기도 안산시 단원구 고잔동 853,0,6,6
2603,초지두산위브아파트,경기,경기도 안산시 단원구 초지동 796,1,2,3
2604,호수공원아파트,경기,경기도 안산시 단원구 고잔동 720,2,6,8
2605,근로복지공단 안산병원 주차장,경기,경기도 안산시 상록구 일동 95,2,0,2
2606,롯데마트 안산점,경기,경기도 안산시 상록구 성포동 590,1,0,1
2607,사이동 커뮤니센터,경기,경기도 안산시 상록구 사동 1502,1,0,1
2608,상록마을삼보아파트,경기,경기도 안산시 상록구 사동 1514,1,0,1
2609,성호체육문화센터,경기,경기도 안산시 상록구 일동 707,3,0,3
2610,안산고잔7차푸르지오아파트,경기,경기도 안산시 상록구 사동 1510,1,0,1
2611,안산고잔푸르지오2차,경기,경기도 안산시 상록구 이동 664-1,1,1,2
2612,안산푸르지오6차아파트,경기,경기도 안산시 상록구 사동 1512,1,2,3
2613,호수공원실내수영장,경기,경기도 안산시 상록구 사동 1513,2,0,2
2614,농어촌공사 안성지사,경기,경기도 안성시 당왕동 347-1,1,0,1
2615,산수화아파트,경기,경기도 안성시 원곡면 반제리 743,1,2,3
2616,삼정그린코아더베스트,경기,경기도 안성시 당왕동 584,0,5,5
2617,안성공도KCC스위첸,경기,경기도 안성시 공도읍 만정리 877,1,4,5
2618,안성지사,경기,경기도 안성시 석정동 270-22,1,3,4
2619,약산골식당,경기,경기도 안성시 인지동 461,1,0,1
2620,이마트 안성점,경기,경기도 안성시 석정동 149-3,1,0,1
2621,태산아파트,경기,경기도 안성시 공도읍 용두리 683,1,1,2
2622,꿈마을우성아파트,경기,경기도 안양시 동안구 평촌동 933,0,2,2
2623,동편마을3단지아파트,경기,경기도 안양시 동안구 관양동 1651,1,4,5
2624,동편마을4단지,경기,경기도 안양시 동안구 관양동 1669,1,2,3
2625,롤러경기장,경기,"경기도 안양시 동안구 평촌대로 429 (비산동, 인라인롤러경기장)",1,0,1
2626,부방유통,경기,경기도 안양시 동안구 비산동 411-8,2,0,2
2627,비산e편한세상아파트,경기,경기도 안양시 동안구 비산동 1165,0,5,5
2628,비산체육공원주차장,경기,경기도 안양시 동안구 비산동 20,1,0,1
2629,안양 평촌 목련 6단지 두산아파트,경기,경기도 안양시 동안구 호계동 1054-6,1,1,2
2630,안양지사,경기,경기도 안양시 동안구 호계동 921,2,10,12
2631,인덕원대림2차아파트,경기,경기도 안양시 동안구 평촌동 101,1,0,1
2632,전기기술인협회,경기,경기도 안양시 동안구 관양동 934-6,1,0,1
2633,초원대원아파트,경기,경기도 안양시 동안구 평촌동 898-6,1,2,3
2634,평촌영풍아파트,경기,경기도 안양시 동안구 평촌동 130-1,0,2,2
2635,해동놀이터노외주차장,경기,경기도 안양시 동안구 관양동 1393-4,1,0,1
2636,관악산현대홈타운,경기,경기도 안양시 만안구 석수동 166,0,5,5
2637,명지캐럿162,경기,경기도 안양시 만안구 안양동 534-5,0,2,2
2638,석수아이파크,경기,경기도 안양시 만안구 석수동 794,1,4,5
2639,성결대학교,경기,"경기도 안양시 만안구 성결대학로 53 (안양동, 성결대학교)",1,0,1
2640,안양경남아너스빌아파트,경기,경기도 안양시 만안구 안양동 78,0,2,2
2641,국토정중앙천문대,강원,강원도 양구군 국토정중앙면 도촌리 96-5,1,0,1
2642,서희스타힐스,강원,강원도 양구군 양구읍 상리 655,0,1,1
2643,양구 보배 아파트,강원,강원도 양구군 양구읍 정림리 177,0,2,2
2644,양구경림 아파트,강원,강원도 양구군 양구읍 상리 510,1,0,1
2645,양구군농업기술센터,강원,강원도 양구군 남면 청리 1131-9,1,0,1
2646,양구인문학박물관,강원,강원도 양구군 양구읍 동수리 100-1,2,0,2
2647,양구지사,강원,강원도 양구군 양구읍 상리 506-3,1,0,1
2648,테니스파크,강원,강원도 양구군 양구읍 하리 439,1,0,1
2649,포미재 아파트,강원,강원도 양구군 양구읍 상리 559,0,1,1
2650,해링턴플레이스,강원,강원도 양구군 양구읍 상리 665,1,0,1
2651,(고속도로)양산휴게소 서울방면,경상,경상남도 양산시 동면 내송리 산 86-6,4,0,4
2652,(고속도로)통도사휴게소 부산방향,경상,경상남도 양산시 하북면 순지리 89-5,4,0,4
2653,(전주거치형)석산리392-7,경상,경상남도 양산시 동면 석산리 392,0,1,1
2654,(전주거치형)원동로 2035,경상,경상남도 양산시 원동면 내포리 1135-2,0,1,1
2655,2호선 양산역,경상,경상남도 양산시 중부동 721,2,0,2
2656,e편한세상남양산2차,경상,경상남도 양산시 동면 석산리 1450-1,1,3,4
2657,강서주민편익시설,경상,경상남도 양산시 어곡동 139-2,1,0,1
2658,경보1차 아파트,경상,경상남도 양산시 덕계동 1220,0,1,1
2659,교동일동미라주아파트,경상,경상남도 양산시 교동 605,0,2,2
2660,남양산역,경상,경상남도 양산시 물금읍 범어리 2809,2,0,2
2661,남양산역 반도유보라 아이비파크6.0,경상,경상남도 양산시 동면 석산리 1448-5,0,5,5
2662,대방노블랜드 연리지2차,경상,경상남도 양산시 물금읍 가촌리 1303-1,1,3,4
2663,대방노블랜드 연리지3차,경상,경상남도 양산시 물금읍 가촌리 1302-1,1,3,4
2664,대승하이아트2차,경상,경상남도 양산시 덕계동 811-45,1,2,3
2665,로즈힐아파트,경상,경상남도 양산시 주진동 182-1,1,3,4
2666,반도유보라3차,경상,경상남도 양산시 물금읍 범어리 2785-4,1,3,4
2667,범어대동타운,경상,경상남도 양산시 물금읍 범어리 502-1,0,2,2
2668,범어현대 아파트,경상,경상남도 양산시 물금읍 범어리 682-1,1,1,2
2669,부산대양산캠퍼스역 실내주차장,경상,경상남도 양산시 물금읍 범어리 2804,2,0,2
2670,삼호동 제1공영주차장,경상,경상남도 양산시 삼호동 471,1,0,1
2671,상록경남아너스빌,경상,경상남도 양산시 남부동 608-1,1,1,2
2672,선우2차 아파트,경상,경상남도 양산시 평산동 117-1,1,0,1
2673,신창비바패밀리아파트,경상,경상남도 양산시 물금읍 범어리 2713-1,1,4,5
2674,양산2차e편한세상,경상,경상남도 양산시 물금읍 범어리 2673-8,1,1,2
2675,양산가촌휴먼시아,경상,경상남도 양산시 물금읍 가촌리 800,1,3,4
2676,양산대방노블랜드5차에듀카운티,경상,경상남도 양산시 물금읍 가촌리 1277-2,1,3,4
2677,양산서창대동이미지타운1단지,경상,경상남도 양산시 삼호동 169,1,3,4
2678,양산시 제2청사,경상,경상남도 양산시 북부동 481,2,0,2
2679,양산시청,경상,경상남도 양산시 남부동 505,2,0,2
2680,양산신도시 아파트 청어람,경상,경상남도 양산시 남부동 602-1,2,4,6
2681,양산신도시쌍용 아파트,경상,경상남도 양산시 남부동 601-1,0,2,2
2682,양산신도시현진에버빌,경상,경상남도 양산시 물금읍 범어리 2712-1,1,1,2
2683,양산웅상신원아침도시,경상,경상남도 양산시 주남동 55-1,1,3,4
2684,양산웅상출장소,경상,경상남도 양산시 주진동 72-2,1,0,1
2685,양산주민편익시설,경상,경상남도 양산시 동면 석산리 652,2,0,2
2686,양산지사,경상,경상남도 양산시 신기동 127,2,3,5
2687,진일1차 아파트,경상,경상남도 양산시 상북면 석계리 244-1,1,1,2
2688,호포차량기지,경상,경상남도 양산시 동면 가산리 525,2,0,2
2689,썬라이즈빌아파트,강원,강원도 양양군 강현면 정암리 162-6,0,1,1
2690,양양서문주공아파트,강원,강원도 양양군 양양읍 서문리 414,1,2,3
2691,양양오색주차장,강원,강원도 양양군 서면 오색리 534,1,0,1
2692,양양전통시장주차장,강원,강원도 양양군 양양읍 남문리 3-23,1,0,1
2693,양양지사,강원,강원도 양양군 양양읍 서문리 124,1,1,2
2694,인구해수욕장,강원,강원도 양양군 현남면 인구리 628,1,0,1
2695,가납공영주차장,경기,경기도 양주시 광적면 삼일로 20,1,0,1
2696,감동보금자리요양원,경기,경기도 양주시 백석읍 가업리 14-73,1,0,1
2697,검준일반산업단지,경기,경기도 양주시 남면 상수리 667-10,2,0,2
2698,경기도교육청 안전교육관,경기,경기도 양주시 광적면 광석리 129-3,2,0,2
2699,광적농협 경제사업장,경기,경기도 양주시 광적면 석우리 376-2,1,0,1
2700,덕정중흥S-클래스 아파트,경기,경기도 양주시 고암동 582,1,1,2
2701,백석생활체육공원,경기,경기도 양주시 백석읍 오산리 256,1,0,1
2702,송추 제2주차장,경기,경기도 양주시 장흥면 울대리 416-4,1,0,1
2703,신도8차 아파트,경기,경기도 양주시 광사동 313-4,1,2,3
2704,양주금광1차아파트,경기,경기도 양주시 덕계동 646-1,1,1,2
2705,양주덕정 8단지,경기,경기도 양주시 고암동 584,1,2,3
2706,양주문화예술회관,경기,경기도 양주시 광적면 광석리 132,2,0,2
2707,양주시청,경기,경기도 양주시 남방동 1-1,2,0,2
2708,양주옥정7단지,경기,경기도 양주시 옥정동 1027,1,3,4
2709,양주자이1단지,경기,경기도 양주시 삼숭동 686-1,1,3,4
2710,양주자이2단지 아파트,경기,경기도 양주시 삼숭동 684-1,1,3,4
2711,양주자이7단지아파트,경기,경기도 양주시 삼숭동 689,0,3,3
2712,예원예술대학교,경기,경기도 양주시 은현면 용암리 784-3,1,0,1
2713,옥정 호수스포츠센터,경기,경기도 양주시 옥정동 1035-1,1,0,1
2714,옥정센트럴파크 푸르지오아파트,경기,경기도 양주시 옥정동 955,2,5,7
2715,윤중 아파트,경기,경기도 양주시 덕계동 201,1,0,1
2716,율정마을13단지아파트,경기,경기도 양주시 옥정동 1046,0,8,8
2717,이마트 양주점,경기,경기도 양주시 회정동 98,1,0,1
2718,회천1동주민센터,경기,경기도 양주시 덕정길 67,1,0,1
2719,가로공원 공영주차장,서울,서울특별시 양천구 신월동 263,1,0,1
2720,강서수도사업소,서울,서울특별시 양천구 신정동 319-15,1,0,1
2721,강서양천지사,서울,서울특별시 양천구 신정동 319-1,1,7,8
2722,경창시장 고객주차장,서울,서울특별시 양천구 신월동 446-4,1,0,1
2723,등마루 공영주차장,서울,서울특별시 양천구 목동 965-1,1,0,1
2724,목동 현대하이페리온2아파트,서울,서울특별시 양천구 목동 961,1,3,4
2725,목동2차우성아파트,서울,서울특별시 양천구 신정동 337,1,0,1
2726,목동삼성쉐르빌1,서울,서울특별시 양천구 신정동 318-10,1,1,2
2727,목동트윈빌,서울,서울특별시 양천구 목동 905-22,1,2,3
2728,목동힐스테이트아파트,서울,서울특별시 양천구 신정동 중앙로36길 15,1,1,2
2729,부영그린타운2차,서울,서울특별시 양천구 목동 908-28,0,2,2
2730,서울에너지공사 주차장,서울,서울특별시 양천구 목동 900,4,0,4
2731,신월코아루1단지아파트,서울,서울특별시 양천구 신월동 남부순환로56길 9,0,3,3
2732,신월해주 아파트,서울,서울특별시 양천구 신월동 217-8,0,2,2
2733,신정뉴타운두산위브아파트,서울,서울특별시 양천구 신월로20길 7,1,0,1
2734,신정동일하이빌아파트1단지,서울,서울특별시 양천구 신정동 1311,0,1,1
2735,신정동일하이빌아파트2단지,서울,서울특별시 양천구 신정동 1310,0,1,1
2736,신정숲속마을아파트,서울,서울특별시 양천구 신정동 1324,1,0,1
2737,신정이펜하우스 2단지,서울,서울특별시 양천구 신정이펜2로 55,0,3,3
2738,양천구청 지하주차장,서울,서울특별시 양천구 신정동 321-4,2,0,2
2739,양천벽산블루밍 아파트,서울,서울특별시 양천구 신월동 1026,1,2,3
2740,우당 아파트,서울,서울특별시 양천구 신월동 506-1,0,2,2
2741,푸른마을2단지,서울,서울특별시 양천구 신정동 1281,1,1,2
2742,한국방송광고진흥공사,서울,서울특별시 양천구 목동 923-5,1,0,1
2743,서종면사무소,경기,경기도 양평군 서종면 문호리 766-1,1,0,1
2744,양평만남의광장 전기차충전소,경기,경기도 양평군 양서면 대심리 204-13,1,0,1
2745,양평지사,경기,경기도 양평군 강상면 교평리 396-1,2,2,4
2746,원석비바체아파트 전기차충전소,경기,경기도 양평군 용문면 다문리 390-22,0,1,1
2747,지평면사무소 EV충전소,경기,경기도 양평군 지평면 지평리 584-1,1,0,1
2748,현대성우2단지,경기,경기도 양평군 강상면 병산리 1206,0,2,2
2749,현대성우3단지,경기,경기도 양평군 강상면 병산리 1207,0,2,2
2750,공단119 인근 주차장,전라,전라남도 여수시 중흥동 1695-1,2,0,2
2751,공단반점 앞 주차장,전라,전라남도 여수시 월하동 1145-5,2,0,2
2752,남양 아파트,전라,전라남도 여수시 선원동 1256,1,1,2
2753,내트럭 여수사업소,전라,전라남도 여수시 주삼동 1020,2,0,2
2754,동백공영주차장,전라,전라남도 여수시 수정동 280,2,0,2
2755,럭키광무 아파트,전라,전라남도 여수시 광무동 928-14,1,2,3
2756,묘도동 주민센터 충전설비,전라,전라남도 여수시 묘도동 915-1,1,0,1
2757,배수펌프 주차장,전라,전라남도 여수시 남산동 710,2,0,2
2758,선경3차아파트,전라,전라남도 여수시 미평동 807,1,2,3
2759,신월대주 아파트,전라,전라남도 여수시 신월동 1-4,0,2,2
2760,신월코아루아파트,전라,전라남도 여수시 신월동 51,0,2,2
2761,여문공영주차장,전라,전라남도 여수시 여서동 237,2,0,2
2762,여서청사 주차장,전라,전라남도 여수시 여서동 222-2,2,0,2
2763,여수 대포리 졸음쉼터,전라,전라남도 여수시 소라면 대포리 산 125-6,2,0,2
2764,여수공항,전라,전라남도 여수시 율촌면 신풍리 979,1,0,1
2765,여수지사,전라,전라남도 여수시 미평동 573-1,0,5,5
2766,여수지사(공용),전라,전라남도 여수시 미평동 573-1,1,3,4
2767,여수청솔1차 아파트,전라,전라남도 여수시 돌산읍 우두리 1046-1,1,3,4
2768,우미이노스빌,전라,전라남도 여수시 선원동 1341,1,1,2
2769,웅천지웰1-1차아파트,전라,전라남도 여수시 웅천동 1683,1,1,2
2770,웅천지웰1-2차아파트,전라,전라남도 여수시 웅천동 1683,1,1,2
2771,웅천친수공원 주차장,전라,전라남도 여수시 웅천동 1692,2,0,2
2772,율촌도서관 공영주차장,전라,전라남도 여수시 율촌면 조화리 65-1,2,0,2
2773,이순신공원 주차장,전라,전라남도 여수시 웅천동 1865-1,2,0,2
2774,죽림2공원 주차장,전라,전라남도 여수시 소라면 죽림리 1140,1,0,1
2775,학동 등기소 공영주차장,전라,전라남도 여수시 학동 96-4,1,0,1
2776,학동 수자원공사 공영주차장,전라,전라남도 여수시 학동 180,1,0,1
2777,향일암 주차장,전라,전라남도 여수시 돌산읍 율림리 6-5,2,0,2
2778,(고속도로)여주휴게소 강릉방향,경기,경기도 여주시 가남읍 본두리 677-2,2,0,2
2779,가남읍공영주차장,경기,경기도 여주시 가남읍 심석리 417-6,2,0,2
2780,강천면 주민자치센터,경기,경기도 여주시 강천면 간매리 271-1,1,0,1
2781,금은모래캠핑장,경기,경기도 여주시 연양동 304-3,1,0,1
2782,능서면 행정복지센터,경기,경기도 여주시 능서면 번도리 502-3,1,0,1
2783,능서면복지회관,경기,경기도 여주시 능서면 신지리 254-2,1,0,1
2784,산북면 행정복지센터,경기,경기도 여주시 산북면 상품리 121,1,0,1
2785,수자원공사 강천보 주차장,경기,경기도 여주시 단현동 9,2,0,2
2786,여주시청주차장,경기,경기도 여주시 홍문동 4,1,0,1
2787,여주지사,경기,경기도 여주시 홍문동 275,2,2,4
2788,여주호반리젠시빌,경기,경기도 여주시 교동 81-2,1,1,2
2789,오학동 행정복지센터,경기,경기도 여주시 현암동 227-5,2,0,2
2790,이안여주강변아파트,경기,경기도 여주시 현암동 195,1,3,4
2791,중앙동 행정복지센터,경기,경기도 여주시 하동 134-6,2,0,2
2792,차량등록사무소,경기,경기도 여주시 천송동 300-4,1,0,1
2793,한국농어촌공사 여주이천지사,경기,경기도 여주시 능서면 신지리 955-5,1,0,1
2794,흥천면 행정복지센터,경기,경기도 여주시 흥천면 효지리 376-6,1,0,1
2795,G-Tower(경제자유구역청),인천,인천광역시 연수구 송도동 24-4,4,0,4
2796,국제여객터미널_인천,인천,인천광역시 연수구 송도동 300-3,1,0,1
2797,그린애비뉴7단지,인천,인천광역시 연수구 송도동 16-8,1,2,3
2798,남인천지사,인천,인천광역시 연수구 청학동 448-2,2,7,9
2799,더샵퍼스트월드,인천,인천광역시 연수구 송도동 4-1,1,2,3
2800,동춘동 공영주차장,인천,인천광역시 연수구 동춘동 935-1,2,0,2
2801,롯데캐슬 캠퍼스타운,인천,인천광역시 연수구 송도동 149,1,4,5
2802,송도 현대프리미엄 아울렛,인천,인천광역시 연수구 송도동 168-1,2,0,2
2803,송도1동 주민센터,인천,인천광역시 연수구 송도동 3-33,1,0,1
2804,송도글로벌캠퍼스푸르지오 아파트,인천,인천광역시 연수구 송도동 190-2,1,4,5
2805,송도글로벌파크베르디움,인천,인천광역시 연수구 송도동 191-2,0,1,1
2806,송도더샵그린애비뉴8단지,인천,인천광역시 연수구 송도동 16-7,1,2,3
2807,송도더샵그린워크1차,인천,인천광역시 연수구 송도동 18-6,1,2,3
2808,송도더샵그린워크2차 아파트,인천,인천광역시 연수구 송도동 17-3,1,3,4
2809,송도더샵그린워크3차17블럭,인천,인천광역시 연수구 송도동 18-5,1,2,3
2810,송도더샵센트럴파크2차아파트,인천,인천광역시 연수구 송도동 23-4,1,3,4
2811,송도더샵퍼스트파크F13-1블록아파트,인천,인천광역시 연수구 송도동 100,0,3,3
2812,송도더샵퍼스트파크F15블록 아파트,인천,인천광역시 연수구 송도동 102,0,8,8
2813,송도더샵하버뷰13단지,인천,인천광역시 연수구 송도동 17-5,1,2,3
2814,송도롯데캐슬 아파트,인천,인천광역시 연수구 송도동 150,1,3,4
2815,송도성지리벨루스,인천,인천광역시 연수구 송도동 2-12,1,3,4
2816,송도소방서,인천,인천광역시 연수구 송도동 208-1,1,0,1
2817,송도아트윈푸르지오,인천,인천광역시 연수구 송도동 33-1,1,2,3
2818,송도에듀포레푸르지오,인천,인천광역시 연수구 송도동 191-4,1,4,5
2819,송도웰카운티4단지아파트,인천,인천광역시 연수구 송도동 9-5,1,1,2
2820,송도자이하버뷰1단지,인천,인천광역시 연수구 송도동 19-6,1,2,3
2821,송도푸르지오월드마크2단지,인천,인천광역시 연수구 송도동 20-23,0,2,2
2822,송도푸르지오하버뷰,인천,인천광역시 연수구 송도동 19-5,1,3,4
2823,송도풍림3단지아파트,인천,인천광역시 연수구 송도동 3-13,1,2,3
2824,송도해모로월드뷰 아파트,인천,인천광역시 연수구 송도동 157,1,3,4
2825,스퀘어원,인천,인천광역시 연수구 동춘동 926,2,0,2
2826,연수대우삼환아파트,인천,인천광역시 연수구 동춘동 925-7,2,4,6
2827,연수보건소,인천,인천광역시 연수구 청학동 465-4,1,0,1
2828,연수하나2차아파트,인천,인천광역시 연수구 동춘동 919,0,1,1
2829,인천 스타트업파크,인천,인천광역시 연수구 송도동 93,3,0,3
2830,인천테크노파크,인천,인천광역시 연수구 송도동 7-50,2,0,2
2831,인천항 크루즈터미널,인천,인천광역시 연수구 송도동 0,2,0,2
2832,한국아파트,인천,인천광역시 연수구 옥련동 642-1,1,0,1
2833,홈플러스 인천연수점,인천,인천광역시 연수구 동춘동 926,3,0,3
2834,거제1동 공영주차장,부산,부산광역시 연제구 거제동 1466-17,1,0,1
2835,거제2차현대홈타운,부산,부산광역시 연제구 거제동 1479,1,0,1
2836,거제동월드메르디앙 아파트,부산,부산광역시 연제구 거제동 1468-1,1,2,3
2837,거제동일동미라주리버 아파트,부산,부산광역시 연제구 거제동 1515,0,2,2
2838,거제동푸르지오,부산,부산광역시 연제구 거제동 1506,1,2,3
2839,거제삼정그린코아,부산,부산광역시 연제구 거제동 1272,1,1,2
2840,과정공영주차장,부산,부산광역시 연제구 연산동 1062-1,1,0,1
2841,연산경동메르빌,부산,부산광역시 연제구 연산동 2298,1,2,3
2842,연산선경 아파트,부산,부산광역시 연제구 연산동 2235-4,1,3,4
2843,연산자이 아파트,부산,부산광역시 연제구 연산동 2262,2,0,2
2844,연제구청,부산,부산광역시 연제구 연산동 1555-1,1,0,1
2845,고대산자연휴양림,경기,경기도 연천군 신서면 대광리 산 25-1,1,0,1
2846,세계캠핑체험존(100kw),경기,경기도 연천군 전곡읍 전곡리 705-2,1,0,1
2847,연천군공설운동장,경기,경기도 연천군 연천읍 옥산리 320,1,0,1
2848,전곡선사박물관,경기,경기도 연천군 전곡읍 전곡리 163-1,1,0,1
2849,전곡읍사무소,경기,경기도 연천군 전곡읍 은대리 573,1,0,1
2850,청산면사무소(100kw),경기,경기도 연천군 청산면 초성리 440-15,1,0,1
2851,한국농어촌공사(100kw),경기,경기도 연천군 전곡읍 전곡리 266-1(전곡로 91),1,0,1
2852,한국전력 연천지사(50kw),경기,경기도 연천군 전곡읍 전곡리 231-13,1,0,1
2853,한국전력 연천지사(50kw),경기,경기도 연천군 전곡읍 전곡리 231-13,1,0,1
2854,황지리마을회관,경기,경기도 연천군 군남면 남계리 30-1,1,0,1
2855,국민건강보험공단 영광함평지사,전라,전라남도 영광군 영광읍 신하리 838-6,1,0,1
2856,영광지사,전라,전라남도 영광군 영광읍 남천리 366,1,2,3
2857,청미래 아파트,전라,전라남도 영광군 홍농읍 상하리 323-1,0,1,1
2858,한국농어촌공사 영광지사,전라,전라남도 영광군 영광읍 신하리 329,2,0,2
2859,농어촌공사 영덕·울진지사,경상,경상북도 영덕군 영해면 성내리 683-3,1,0,1
2860,영덕 검찰청,경상,경상북도 영덕군 영덕읍 화개리 265,2,0,2
2861,영덕지사,경상,경상북도 영덕군 영덕읍 우곡리 286,1,1,2
2862,영덕지사(공용),경상,경상북도 영덕군 영덕읍 우곡리 286,0,2,2
2863,영해농협 영덕휴게소,경상,경상북도 영덕군 영해면 성내리 882-1,2,0,2
2864,국립 해양박물관,부산,부산광역시 영도구 동삼동 1156,4,0,4
2865,영도지사,부산,부산광역시 영도구 남항동2가 22-1,1,4,5
2866,청학2동 공영주차장,부산,부산광역시 영도구 청학동 99-229,2,0,2
2867,태종대공원입구 주차장,부산,부산광역시 영도구 동삼동 1011,2,0,2
2868,영동군 농업기술센터,충청,충청북도 영동군 영동읍 부용리 610,1,0,1
2869,영동군 힐링사업소,충청,충청북도 영동군 영동읍 매천리 193-3,4,0,4
2870,영동설계주공 아파트,충청,충청북도 영동군 영동읍 설계리 886,1,1,2
2871,영동지사,충청,충청북도 영동군 영동읍 부용리 220-1,1,2,3
2872,지평더웰2차아파트,충청,충청북도 영동군 영동읍 부용리 416-1,0,5,5
2873,국회의사당,서울,서울특별시 영등포구 여의도동 1,0,3,3
2874,남서울직할,서울,서울특별시 영등포구 여의도동 21,2,8,10
2875,남서울직할(영등포)지사,서울,서울특별시 영등포구 문래동3가 80,0,5,5
2876,남서울직할(영등포)지사(공용),서울,서울특별시 영등포구 문래동3가 80,1,2,3
2877,당산근린지하공영주차장,서울,서울특별시 영등포구 당산동3가 385,2,0,2
2878,당산대우 아파트,서울,서울특별시 영등포구 당산동2가 16-1,1,2,3
2879,대림동현대3차 아파트,서울,서울특별시 영등포구 대림동 608-1,1,4,5
2880,대림어린이공원 공영주차장,서울,서울특별시 영등포구 대림동 870,1,0,1
2881,대림운동장 공영주차장,서울,서울특별시 영등포구 대림동 780,1,0,1
2882,롯데캐슬엠파이어,서울,서울특별시 영등포구 여의도동 의사당대로 127,1,2,3
2883,문래건영아파트,서울,서울특별시 영등포구 문래동3가 93-1,0,3,3
2884,문래금호어울림 아파트,서울,서울특별시 영등포구 문래동3가 97,0,1,1
2885,문래자이아파트,서울,서울특별시 영등포구 문래동3가 당산로4길 12,1,2,3
2886,문래힐스테이트,서울,서울특별시 영등포구 문래동3가 94,0,8,8
2887,바다마을아파트,서울,서울특별시 영등포구 신길동 가마산로 540,0,4,4
2888,보라매벚꽃마을아파트,서울,서울특별시 영등포구 신길동 대방천로14길 34,0,1,1
2889,서울영등포우체국,서울,서울특별시 영등포구 당산동4가 93-6,2,0,2
2890,신길삼성래미안,서울,서울특별시 영등포구 신길동 가마산로79길 7,1,2,3
2891,신길역사 주차장,서울,서울특별시 영등포구 신길동 53,1,0,1
